,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
0,1,6.447013099998003,stay,1.336523700003454,95,95,95
1,1,11.97490509999625,stay,1.380604799996945,79,174,174
2,1,17.240902300000016,leave,0.8639560000010533,0,174,174
3,2,23.669087499998568,stay,1.4091719000061858,97,97,271
4,2,29.216734100002213,stay,1.8398224000047776,80,177,351
5,2,34.278981399998884,stay,1.2524484000023222,71,248,422
6,2,42.95477810000011,leave,1.3117557000005036,0,248,422
7,3,50.19107290000102,stay,2.147777500002121,87,87,509
8,3,57.93078390000301,leave,0.821733899996616,0,87,509
9,4,66.06092859999626,stay,1.0849911000041175,87,87,596
10,4,71.12301149999985,leave,0.5638166999997338,0,87,596
11,5,78.27111429999786,stay,1.0450196000019787,98,98,694
12,5,89.71898099999817,leave,0.9760648999945261,0,98,694
13,6,97.01282499999797,stay,2.870341300003929,88,88,782
14,6,102.15699750000203,stay,1.3482196999975713,83,171,865
15,6,106.77527459999692,stay,0.6995861999967019,75,246,940
16,6,111.26086129999749,leave,0.6522976999985985,0,246,940
17,7,121.5031691999975,stay,1.0449999999982538,99,99,1039
18,7,126.16089769999962,stay,0.9027006000032998,78,177,1117
19,7,131.08318889999646,leave,1.0916920999952708,0,177,1117
20,8,138.89115889999812,stay,1.6327478000021074,88,88,1205
21,8,144.03897080000024,stay,0.8142490000027465,75,163,1280
22,8,148.43120449999697,leave,1.3068492999955197,0,163,1280
23,9,154.49101549999614,stay,0.6666551000016625,94,94,1374
24,9,158.52896450000117,stay,1.3211819999996806,85,179,1459
25,9,162.6711215999967,stay,0.8638645999963046,70,249,1529
26,9,167.561386399997,leave,0.6537389000004623,0,249,1529
27,10,175.34497069999634,stay,1.0543977999986964,91,91,1620
28,10,182.52108690000023,leave,0.8141696000020602,0,91,1620
29,11,188.35906350000005,stay,0.7188565000033122,87,87,1707
30,11,192.66101779999735,stay,0.6372564999983297,80,167,1787
31,11,196.9870662999965,leave,1.4470215999972424,0,167,1787
32,12,206.22931799999787,stay,0.7230704000030528,96,96,1883
33,12,210.3829237999962,stay,0.8923662999950466,84,180,1967
34,12,214.14329449999786,stay,0.53696740000305,73,253,2040
35,12,218.43921740000224,leave,0.5498578999977326,0,253,2040
36,13,223.81761169999663,stay,0.6450662999995984,88,88,2128
37,13,228.0471084000019,leave,0.7411463000025833,0,88,2128
38,14,234.84531440000137,stay,0.722589800003334,98,98,2226
39,14,238.4550648000004,stay,0.7825059000024339,83,181,2309
40,14,242.70525479999924,stay,1.0158086999945226,70,251,2379
41,14,246.34547929999826,leave,0.7056964000003063,0,251,2379
42,15,252.48708530000295,stay,0.798350400000345,89,89,2468
43,15,256.3055974000017,stay,0.7497425000037765,83,172,2551
44,15,259.76528349999717,stay,0.7599837000016123,72,244,2623
45,15,263.2293522999971,leave,1.1905763000031584,0,244,2623
46,16,269.1415300000008,stay,0.8529874000014388,87,87,2710
47,16,276.6655365999977,leave,0.6769512999962899,0,87,2710
48,17,283.4711954000013,stay,0.7994340999939595,89,89,2799
49,17,287.16734480000014,stay,0.8957412000017939,79,168,2878
50,17,291.52732809999725,leave,0.7556992000027094,0,168,2878
51,18,297.0752031000011,stay,0.6369804999994813,88,88,2966
