,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
0,1,4.456649399995513,stay,0.8828767000013613,96,96,96
1,1,7.9805492000014056,stay,0.7737464999954682,79,175,175
2,1,10.994444700001623,stay,0.721173900004942,72,247,247
3,1,14.112401799997315,stay,0.6559953000032692,56,303,303
4,1,16.92048029999569,stay,0.48083629999746336,50,353,353
5,1,20.112518699999782,leave,0.9558360999944853,0,353,353
6,2,25.740673399996012,stay,0.7842183999964618,97,97,450
7,2,28.69084119999752,stay,0.5514260999989347,81,178,531
8,2,31.692859800001315,stay,0.6364816999994218,71,249,602
9,2,34.184894500001974,stay,0.3951852999962284,63,312,665
10,2,36.57266279999749,stay,0.38130549999914365,52,364,717
11,2,39.06281119999767,leave,0.40719289999833563,0,364,717
12,3,44.2826683999956,stay,0.5267229000019142,88,88,805
13,3,47.08045129999664,stay,0.47410669999953825,81,169,886
14,3,49.85294640000211,stay,0.5970960999984527,72,241,958
15,3,52.72486840000056,stay,0.6520822000020416,57,298,1015
16,3,55.530875299999025,leave,0.4246290000010049,0,298,1015
17,4,60.822428699997545,stay,0.5028250999966986,88,88,1103
18,4,63.50056819999736,stay,0.6282743999981903,85,173,1188
19,4,66.30690979999781,stay,0.5511903000005987,72,245,1260
20,4,68.73856399999931,stay,0.4667788999940967,62,307,1322
21,4,71.07438489999913,stay,0.38514410000061616,55,362,1377
22,4,73.7287204000022,stay,0.42305770000530174,40,402,1417
23,4,76.05468549999932,leave,0.4826667000015732,0,402,1417
24,5,82.69665639999585,stay,0.6073875000001863,87,87,1504
25,5,85.47049799999513,stay,0.4487853000027826,77,164,1581
26,5,88.28331009999965,stay,0.6280456000022241,71,235,1652
27,5,91.21881669999857,stay,0.6135622000001604,61,296,1713
28,5,93.95068259999971,stay,0.4955421999984537,51,347,1764
29,5,97.28846399999748,stay,0.633417199998803,40,387,1804
30,5,99.91071089999605,stay,0.4889002999989316,26,413,1830
31,5,102.68648369999573,stay,0.6485737999973935,24,437,1854
32,5,105.4546685000023,leave,0.600088200000755,0,437,1854
33,6,110.79863530000148,stay,0.6772954999978538,90,90,1944
34,6,113.40251410000201,stay,0.5475590999994893,75,165,2019
35,6,116.00457399999868,stay,0.5335649999979069,70,235,2089
36,6,118.87643299999763,stay,0.5057000999950105,59,294,2148
37,6,121.58250189999671,stay,0.5776906000028248,48,342,2196
38,6,124.05478929999663,stay,0.43312219999643276,36,378,2232
39,6,126.47659919999569,stay,0.4389953999998397,32,410,2264
40,6,129.07076619999862,stay,0.4999076999956742,21,431,2285
41,6,131.92325220000203,leave,0.6687143000017386,0,431,2285
42,7,137.25865239999985,stay,0.6212363999948138,99,99,2384
43,7,139.88695989999542,stay,0.6493087999988347,75,174,2459
44,7,142.63469970000006,stay,0.5137995000040974,71,245,2530
45,7,145.24248709999665,stay,0.5877164000048651,57,302,2587
46,7,147.99056189999828,stay,0.7029876000015065,51,353,2638
47,7,150.90444169999682,stay,0.6506284000060987,36,389,2674
48,7,153.68650340000022,stay,0.582757699994545,35,424,2709
49,7,156.23302149999654,stay,0.4794021999987308,25,449,2734
50,7,158.98901710000064,leave,0.5352547999937087,0,449,2734
51,8,164.3705958999999,stay,0.5671684999979334,100,100,2834
52,8,166.98846269999922,stay,0.5352511000019149,84,184,2918
53,8,169.80471079999552,stay,0.5347017000021879,68,252,2986
