,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
0,1,3.9287975000006554,stay,0.9332915999984834,94,94,94
1,1,9.943784800001595,leave,0.9482553999987431,0,94,94
2,2,18.748552000000927,stay,0.7199499999987893,96,96,190
3,2,23.834999500002596,leave,0.573447999999189,0,96,190
4,3,30.637846500001615,stay,0.9938609000018914,85,85,275
5,3,35.504386200002045,leave,0.8764162000006763,0,85,275
6,4,41.596946699999535,stay,0.9531534000016109,93,93,368
7,4,48.08553820000088,stay,0.5079532999989169,84,177,452
8,4,52.30207960000189,stay,0.9405298999990919,72,249,524
9,4,56.406570800001646,stay,1.1460593000010704,56,305,580
10,4,60.02476670000033,stay,0.6808540000020002,46,351,626
11,4,64.69776590000038,leave,0.7037734000005003,0,351,626
12,5,71.32615640000222,stay,0.9986465000001772,87,87,713
13,5,77.93271450000248,leave,0.689726000000519,0,87,713
14,6,84.48796250000305,stay,0.8937145000018063,97,97,810
15,6,89.02799400000004,stay,0.5346969999991416,83,180,893
16,6,93.00674730000173,stay,1.479290100000071,72,252,965
17,6,96.34925579999981,stay,0.8740832000003138,65,317,1030
18,6,99.83090210000228,stay,1.0720316000006278,49,366,1079
19,6,104.79374120000284,leave,0.7670734999992419,0,366,1079
20,7,111.54697940000187,stay,1.1868713000003481,86,86,1165
21,7,116.87078340000153,stay,1.1615216999998665,75,161,1240
22,7,120.8913601000022,stay,0.6152342999994289,75,236,1315
23,7,124.10170289999951,stay,0.7426745000011579,64,300,1379
24,7,127.16256700000304,stay,0.7031819000003452,51,351,1430
25,7,130.39451890000055,leave,0.4686405000029481,0,351,1430
26,8,136.82324560000052,stay,0.7674100000003818,85,85,1515
27,8,140.291517200003,stay,0.7660737999976845,76,161,1591
28,8,144.37763480000285,stay,0.4354801999979827,67,228,1658
29,8,147.7903342000027,stay,0.7814346999984991,58,286,1716
30,8,150.9873675000017,stay,1.1297039999990375,49,335,1765
31,8,155.70350189999954,leave,0.5448419999993348,0,335,1765
32,9,162.17783710000003,stay,0.7360449000007065,94,94,1859
33,9,165.60877000000255,stay,0.650124899999355,79,173,1938
34,9,168.98033399999986,stay,0.7222098999991431,68,241,2006
35,9,172.3109762000022,stay,0.6524265999978525,58,299,2064
36,9,175.5932023000023,stay,0.668092500000057,52,351,2116
37,9,179.72772410000107,leave,0.8376165999980003,0,351,2116
38,10,186.57638280000174,stay,0.7907580999999482,91,91,2207
39,10,190.4070113000016,stay,0.78242020000107,75,166,2282
40,10,193.58383440000034,stay,0.8595028000017919,73,239,2355
41,10,199.79616030000034,stay,0.7719011999979557,56,295,2411
42,10,204.1187114000022,leave,0.8282586000023002,0,295,2411
43,11,210.7851800999997,stay,0.995928799999092,90,90,2501
44,11,215.00339050000184,stay,0.8622820999989926,78,168,2579
45,11,218.24793549999958,stay,0.5077220999992278,68,236,2647
46,11,221.28421860000162,stay,0.6270992000027036,62,298,2709
47,11,226.2445426000013,stay,0.40344220000042696,47,345,2756
48,11,231.013177300003,leave,1.6668342000011762,0,345,2756
49,12,237.112055900001,stay,1.0716777999987244,94,94,2850
50,12,240.4961073000013,stay,0.7895138999992923,84,178,2934
51,12,243.8545954000001,stay,0.7644419999996899,71,249,3005
52,12,247.2588347000019,stay,0.6365370000021358,59,308,3064
53,12,250.19320720000178,stay,0.6694114999991143,48,356,3112
54,12,254.20170100000178,leave,0.7120641000001342,0,356,3112
55,13,260.796398100003,stay,0.906427400001121,86,86,3198
56,13,264.55085450000115,stay,0.9116156000018236,81,167,3279
57,13,267.92509410000275,stay,0.7023427000021911,73,240,3352
58,13,270.9212709000021,stay,0.6317381000008027,65,305,3417
59,13,274.0060059000025,stay,0.8000691999986884,50,355,3467
60,13,277.25600810000105,leave,0.649674900003447,0,355,3467
61,14,283.07498510000005,stay,0.6367118999987724,97,97,3564
62,14,286.31117900000027,stay,0.7052950000033889,80,177,3644
63,14,291.11150780000025,stay,0.723695200002112,69,246,3713
64,14,294.0740650000007,stay,0.6183605000005628,64,310,3777
65,14,297.7601936000028,stay,1.0214449999984936,48,358,3825
