,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
57,13,163.5571562999976,leave,0.39884160000656266,0,176,3436
58,14,168.28161940000427,stay,0.19320309998875018,98,98,3534
59,14,170.23012170000584,stay,0.18854909999936353,77,175,3611
60,14,172.29190739999467,leave,0.15026139999099541,0,175,3611
61,15,176.8185265,stay,0.16328510000312235,90,90,3701
62,15,178.8427665999916,stay,0.18511170000419952,80,170,3781
63,15,181.20322389999637,leave,0.5121575999946799,0,170,3781
64,16,185.89550040000177,stay,0.24096900000586174,87,87,3868
65,16,188.11372100000153,stay,0.40598189999582246,82,169,3950
66,16,190.4381366000016,stay,0.2640414,70,239,4020
67,16,192.75246509999852,leave,0.24490720000176225,0,239,4020
68,17,197.64070619999256,stay,0.5031489999964833,89,89,4109
69,17,199.65697389999696,stay,0.16645910000079311,75,164,4184
70,17,201.85545819999243,leave,0.2142524999944726,0,164,4184
71,18,206.56382670000312,stay,0.35970699999597855,96,96,4280
72,18,208.71941419999348,stay,0.25885890000790823,80,176,4360
73,18,210.68778930000553,leave,0.17864860000554472,0,176,4360
74,19,215.2386506000039,stay,0.18453329999465495,96,96,4456
75,19,217.1428298999963,stay,0.16920570000365842,76,172,4532
76,19,219.30719969999336,leave,0.48382850000052713,0,172,4532
77,20,223.7078879000037,stay,0.2705537000001641,100,100,4632
78,20,226.02161510000587,stay,0.24808410000696313,82,182,4714
79,20,227.8463237,leave,0.20620680000865832,0,182,4714
80,21,232.5083534000005,stay,0.3880300000018906,93,93,4807
81,21,234.86710619999212,stay,0.5271790999977384,82,175,4889
82,21,236.87489500000083,leave,0.2848316000017803,0,175,4889
83,22,241.41131300000416,stay,0.19096939999144524,95,95,4984
84,22,243.68810060000396,stay,0.1812145000003511,77,172,5061
85,22,245.74962669999513,stay,0.2098819,66,238,5127
86,22,248.10635499999626,stay,0.21672309999121353,57,295,5184
87,22,250.16783170000417,leave,0.2507855000003474,0,295,5184
88,23,254.90903900000558,stay,0.15576259999943431,90,90,5274
89,23,258.3151319000026,stay,0.15943879999394994,83,173,5357
90,23,261.02166630000283,stay,0.1987273999984609,74,247,5431
91,23,263.5275107000052,stay,0.5215750000061234,65,312,5496
92,23,265.46784650000336,stay,0.17863260000012815,46,358,5542
93,23,267.4603039999929,leave,0.3540509000013117,0,358,5542
94,24,272.0788437,stay,0.2426660999917658,85,85,5627
95,24,274.32766860000265,stay,0.1884652000007918,80,165,5707
96,24,276.70562520000385,leave,0.4497096999984933,0,165,5707
97,25,281.28364330000477,stay,0.1336308000027202,86,86,5793
98,25,283.3318536000006,stay,0.15925240000069607,82,168,5875
99,25,285.6257444,leave,0.22257369999715593,0,168,5875
100,26,290.56898860000365,stay,0.46661270000913646,96,96,5971
101,26,292.8068413000001,stay,0.15181440000014845,82,178,6053
102,26,294.80270129999553,leave,0.1476639000029536,0,178,6053
103,27,299.3576914000005,stay,0.13843809999525547,98,98,6151
