,Tree number,Time elapsed,Decision,Reaction time,Reward,Cumulative reward per tree,Total cumulative reward
0,1,6.522665100004815,stay,2.3604206000018166,85,85,85
1,1,10.774391600003582,stay,1.1121775999999954,82,167,167
2,1,16.924487000003865,stay,0.7460773000057088,69,236,236
3,1,20.25655420000112,leave,0.6280411999978242,0,236,236
4,2,26.692576200002804,stay,0.66439349999564,99,99,335
5,2,30.164422900001227,stay,0.7361612999957288,78,177,413
6,2,33.746328000001085,stay,0.7009994999971241,65,242,478
7,2,37.5923499000055,leave,1.2641608000049018,0,242,478
8,3,43.364947900001425,stay,0.7370738999961759,85,85,563
9,3,46.934549100005825,stay,0.5897439999971539,79,164,642
10,3,51.0122904000018,stay,0.7844391000035102,73,237,715
11,3,54.72637850000319,leave,0.7152888999989955,0,237,715
12,4,62.058608500003174,stay,0.7144780000016908,92,92,807
13,4,65.53852470000129,stay,0.5774193999968702,78,170,885
14,4,68.8048232000001,stay,0.6272939000045881,68,238,953
15,4,71.92703350000374,leave,0.7329841000027955,0,238,953
16,5,78.34471710000071,stay,0.7010802000004333,95,95,1048
17,5,81.32832190000045,stay,0.5846347999977297,79,174,1127
18,5,84.53299070000503,leave,0.9554924999974901,0,174,1127
19,6,90.93421940000553,stay,0.673687800001062,88,88,1215
20,6,94.28477090000524,leave,0.6912854999973206,0,88,1215
21,7,100.17245650000405,stay,0.4458505000002333,100,100,1315
22,7,103.68694240000332,leave,1.1099680000043008,0,100,1315
23,8,109.79860650000046,stay,0.6217937000037637,90,90,1405
24,8,113.0706954000052,leave,0.9106128999992507,0,90,1405
25,9,118.79440800000157,stay,0.5680678999997326,95,95,1500
26,9,123.60470490000444,stay,0.7116249999962747,80,175,1580
27,9,126.34097340000153,leave,0.5978605000054813,0,175,1580
28,10,132.52454320000106,stay,0.6648922000022139,93,93,1673
29,10,135.44683000000077,stay,0.6872322999988683,85,178,1758
30,10,138.21043250000366,stay,0.6512017000059132,72,250,1830
31,10,141.09043350000138,leave,0.5146027000009781,0,250,1830
32,11,147.56263530000433,stay,0.7365864000021247,95,95,1925
33,11,151.05650430000242,stay,0.7139011999970535,85,180,2010
34,11,154.30301310000505,leave,0.76042459999735,0,180,2010
35,12,160.1586580000003,stay,0.599600300003658,85,85,2095
36,12,162.99669140000333,leave,0.5712691000007908,0,85,2095
37,13,169.25837429999956,stay,0.9329933999979403,94,94,2189
38,13,172.57089700000506,stay,0.8618480000004638,83,177,2272
39,13,175.6747458000027,leave,0.6651507999995374,0,177,2272
40,14,181.46878090000246,stay,0.760532800006331,100,100,2372
41,14,184.94482830000197,stay,0.9359956999978749,83,183,2455
42,14,188.96081160000176,leave,0.635861599999771,0,183,2455
43,15,195.4806974000021,stay,0.755727100004151,97,97,2552
44,15,198.81652070000564,stay,0.6582349000018439,80,177,2632
45,15,203.92073150000215,leave,2.7788119000033475,0,177,2632
46,16,210.32113480000407,stay,1.480002999996941,93,93,2725
47,16,213.54889370000456,stay,0.5577185000001919,77,170,2802
48,16,216.74469600000157,leave,0.8537264000042342,0,170,2802
49,17,222.54665070000192,stay,0.6552864999976009,93,93,2895
50,17,225.41863790000207,stay,0.8442477000062354,82,175,2977
51,17,228.41274720000365,leave,0.7718593000026885,0,175,2977
52,18,234.30895900000178,stay,0.6848991000006208,87,87,3064
53,18,236.87062260000675,stay,0.5962834000019939,75,162,3139
54,18,239.78851560000476,stay,0.6644811000005575,66,228,3205
55,18,242.50543790000665,leave,0.6978462000042782,0,228,3205
56,19,247.65669809999963,stay,0.5161517999949865,89,89,3294
57,19,250.3547303000014,leave,0.6142430000036256,0,89,3294
58,20,257.80063680000603,stay,0.46040560000255937,92,92,3386
59,20,260.97700860000623,stay,0.6033800000004703,78,170,3464
60,20,264.0990324000013,leave,0.6087215000006836,0,170,3464
61,21,270.13864670000476,stay,0.748205700001563,99,99,3563
62,21,273.03867320000427,stay,0.5318861999985529,78,177,3641
63,21,275.92935410000064,leave,0.6723209000047063,0,177,3641
64,22,282.9147565000021,stay,1.3747669000003953,85,85,3726
65,22,285.6847765000057,leave,0.6783873999956995,0,85,3726
66,23,291.4910016000067,stay,0.5346733999977005,89,89,3815
67,23,295.8287730000011,leave,1.9214474999971571,0,89,3815
